,rank,word,count,length,adj_length,reserved
1562,2250,recommendations,35722416,15.0,15.0,1
2279,3166,characteristics,24168882,15.0,15.0,1
2373,3284,representatives,23187953,15.0,15.0,1
6113,7912,pharmaceuticals,7139704,15.0,15.0,1
6424,8287,congratulations,6666777,15.0,15.0,1
6460,8340,representations,6615452,15.0,15.0,1
6532,8432,troubleshooting,6519650,15.0,15.0,1
6821,8799,internationally,6101687,15.0,15.0,1
7378,9501,confidentiality,5473407,15.0,15.0,1
7750,9963,instrumentation,5083861,15.0,15.0,1
8794,11237,notwithstanding,4214701,15.0,15.0,1
9035,11535,vulnerabilities,4029415,15.0,15.0,1
9347,11924,straightforward,3812325,15.0,15.0,1
9524,12144,implementations,3697837,15.0,15.0,1
9690,12347,differentiation,3611085,15.0,15.0,1
9692,12349,environmentally,3610401,15.0,15.0,1
9756,12429,synchronization,3562753,15.0,15.0,1
9838,12530,accomplishments,3521534,15.0,15.0,1
10283,13062,transplantation,3295832,15.0,15.0,1
10589,13430,competitiveness,3154751,15.0,15.0,1
10639,13488,interpretations,3134178,15.0,15.0,1
11070,14015,electromagnetic,2930287,15.0,15.0,1
11304,14304,acknowledgement,2823891,15.0,15.0,1
11679,14752,gloucestershire,2678438,15.0,15.0,1
11736,14823,transformations,2659594,15.0,15.0,1
12271,15477,classifications,2467504,15.0,15.0,1
12648,15941,entrepreneurial,2346440,15.0,15.0,1
13582,17128,professionalism,2081396,15.0,15.0,1
13760,17355,interconnection,2035162,15.0,15.0,1
13848,17464,standardization,2011213,15.0,15.0,1
14107,17785,nottinghamshire,1953320,15.0,15.0,1
14332,18063,charlottesville,1904529,15.0,15.0,1
14364,18100,buckinghamshire,1896655,15.0,15.0,1
14447,18204,merchantability,1879527,15.0,15.0,1
14528,18298,experimentation,1864076,15.0,15.0,1
15146,19058,physiopathology,1739318,15.0,15.0,1
15568,19576,phosphorylation,1664605,15.0,15.0,1
15861,19953,acknowledgments,1609662,15.0,15.0,1
15896,19999,bizjournalshire,1602219,15.0,15.0,1
16367,20573,diversification,1524994,15.0,15.0,1
17148,21521,transcriptional,1409835,15.0,15.0,1
17169,21545,electrophoresis,1407931,15.0,15.0,1
17356,21769,infrastructures,1381499,15.0,15.0,1
17610,22071,supplementation,1348734,15.0,15.0,1
17768,22269,personalization,1330092,15.0,15.0,1
18179,22785,administrations,1278511,15.0,15.0,1
18255,22875,appropriateness,1270661,15.0,15.0,1
18577,23276,hospitalization,1232916,15.0,15.0,1
18615,23317,interchangeable,1229679,15.0,15.0,1
18800,23538,reconsideration,1210658,15.0,15.0,1
19314,24190,methamphetamine,1155164,15.0,15.0,1
19636,24588,epidemiological,1122731,15.0,15.0,1
19819,24826,inconsistencies,1103637,15.0,15.0,1
21042,26346,antidepressants,996171,15.0,15.0,1
21254,26610,cyclobenzaprine,980439,15.0,15.0,1
21579,27004,musculoskeletal,954089,15.0,15.0,1
21783,27252,extraordinarily,938117,15.0,15.0,1
21952,27454,technologically,926074,15.0,15.0,1
22101,27645,informationweek,915288,15.0,15.0,1
22132,27686,dissatisfaction,912367,15.0,15.0,1
22160,27720,phendimetrazine,910491,15.0,15.0,1
22235,27811,intercollegiate,906352,15.0,15.0,1
22965,28711,anthropological,859724,15.0,15.0,1
23404,29248,daimlerchrysler,833688,15.0,15.0,1
23511,29390,pharmacological,826010,15.0,15.0,1
23594,29496,chronologically,820941,15.0,15.0,1
23756,29706,atherosclerosis,811099,15.0,15.0,1
23816,29781,indemnification,807413,15.0,15.0,1
23927,29930,informationhide,799078,15.0,15.0,0
24482,30615,microprocessors,768935,15.0,15.0,1
24530,30680,electrochemical,766527,15.0,15.0,1
25002,31248,decommissioning,744603,15.0,15.0,1
25370,31710,decontamination,725304,15.0,15.0,1
25587,31997,microcontroller,714505,15.0,15.0,1
25663,32085,statenvertaling,711689,15.0,15.0,1
25756,32198,extracurricular,707470,15.0,15.0,1
26240,32812,countermeasures,685854,15.0,15.0,1
26557,33204,collaboratively,671454,15.0,15.0,1
26577,33228,superconducting,670775,15.0,15.0,1
26724,33409,psychologically,665105,15.0,15.0,1
26729,33416,interdependence,664949,15.0,15.0,1
27180,33988,differentiating,646004,15.0,15.0,1
27415,34267,unconditionally,637438,15.0,15.0,1
27430,34285,incompatibility,636858,15.0,15.0,1
27533,34416,bibliographical,632340,15.0,15.0,1
27795,34730,apprenticeships,622515,15.0,15.0,1
27904,34859,reauthorization,618324,15.0,15.0,1
28084,35082,cinematographer,611879,15.0,15.0,1
28107,35109,microbiological,611130,15.0,15.0,1
28108,35110,corticosteroids,611087,15.0,15.0,1
28110,35112,pseudoephedrine,610989,15.0,15.0,1
28212,35234,fundamentalists,607822,15.0,15.0,1
28330,35380,functionalities,603803,15.0,15.0,1
28347,35402,developmentally,603247,15.0,15.0,1
28474,35554,crystallization,598814,15.0,15.0,1
28508,35594,airconditioning,597572,15.0,15.0,1
28666,35787,reconfiguration,592029,15.0,15.0,1
28694,35821,comprehensively,591313,15.0,15.0,1
28859,36023,superintendents,584971,15.0,15.0,1
28872,36039,pathophysiology,584609,15.0,15.0,1
29188,36416,carmarthenshire,574412,15.0,15.0,1
29233,36473,generalizations,572942,15.0,15.0,1
29468,36746,ultrasonography,566162,15.0,15.0,1
29646,36962,crystallography,560845,15.0,15.0,1
29790,37134,procrastination,556228,15.0,15.0,1
29969,37363,multifunctional,550923,15.0,15.0,1
30001,37402,standardisation,550059,15.0,15.0,1
30103,37533,democratization,546665,15.0,15.0,1
